id,name,description,short_description,food_type,is_offer_active,is_variant,base_price,is_outof_stock,status,is_deleted,created_on,updated_on
195,2 Regular Pizzas at ₹99 each,2 Regular Pizzas at ₹99 each,2 Regular Pizzas at ₹99 each,Vegetarian,True,False,198,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
196,2 Regular Pizzas at ₹139 each,2 Regular Pizzas at ₹139 each,2 Regular Pizzas at ₹139 each,Vegetarian,True,False,278,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
197,Margherita,Margherita,Margherita,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
198,Farmhouse,Farmhouse,Farmhouse,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
199,Peppy Paneer,Peppy Paneer,Peppy Paneer,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
200,Mexican Green Wave,Mexican Green Wave,Mexican Green Wave,Non-Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
201,Veggie Paradise,Veggie Paradise,Veggie Paradise,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
202,Paneer Makhani,Paneer Makhani,Paneer Makhani,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
203,Deluxe Veggie,Deluxe Veggie,Deluxe Veggie,Non-Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
204,Veg Extravaganza,Veg Extravaganza,Veg Extravaganza,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
205,Double Cheese Margherita,Double Cheese Margherita,Double Cheese Margherita,Non-Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
206,Cheese n Corn,Cheese n Corn,Cheese n Corn,Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
207,Fresh Veggie,Fresh Veggie,Fresh Veggie,Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
208,African Peri Peri Veg,African Peri Peri Veg,African Peri Peri Veg,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
209,Aussie Barbecue Veg,Aussie Barbecue Veg,Aussie Barbecue Veg,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
210,Jamaican Jerk Veg,Jamaican Jerk Veg,Jamaican Jerk Veg,Non-Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
211,Indi Tandoori Paneer,Indi Tandoori Paneer,Indi Tandoori Paneer,Non-Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
212,English Cheddar And Veggies,English Cheddar And Veggies,English Cheddar And Veggies,Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
213,Pepper Barbecue Chicken,Pepper Barbecue Chicken,Pepper Barbecue Chicken,Non-Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
214,Chicken Sausage,Chicken Sausage,Chicken Sausage,Non-Vegetarian,True,False,165,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
215,Pepper Barbecue & Onion,Pepper Barbecue & Onion,Pepper Barbecue & Onion,Non-Vegetarian,True,False,205,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
216,Chicken Golden Delight,Chicken Golden Delight,Chicken Golden Delight,Non-Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
217,Chicken Fiesta,Chicken Fiesta,Chicken Fiesta,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
218,Non Veg Supreme,Non Veg Supreme,Non Veg Supreme,Non-Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
219,Chicken Pepperoni,Chicken Pepperoni,Chicken Pepperoni,Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
220,Chicken Dominator,Chicken Dominator,Chicken Dominator,Non-Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
221,African Peri Peri Chicken,African Peri Peri Chicken,African Peri Peri Chicken,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
222,Aussie Barbecue Chicken,Aussie Barbecue Chicken,Aussie Barbecue Chicken,Non-Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
223,Jamaican Jerk Chicken,Jamaican Jerk Chicken,Jamaican Jerk Chicken,Non-Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
224,Indi Chicken Tikka,Indi Chicken Tikka,Indi Chicken Tikka,Vegetarian,True,False,295,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
225,English Cheddar And Chicken Sausage,English Cheddar And Chicken Sausage,English Cheddar And Chicken Sausage,Vegetarian,True,False,235,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
226,Capsicum,Capsicum,Capsicum,Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
227,Onion,Onion,Onion,Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
228,Golden Corn,Golden Corn,Golden Corn,Non-Vegetarian,True,False,75,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
229,Non Veg Loaded,Non Veg Loaded,Non Veg Loaded,Non-Vegetarian,True,False,149,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
230,Chicken Sausage,Chicken Sausage,Chicken Sausage,Non-Vegetarian,True,False,89,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
231,Pepper Barbecue Chicken,Pepper Barbecue Chicken,Pepper Barbecue Chicken,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
232,Veg Loaded,Veg Loaded,Veg Loaded,Non-Vegetarian,True,False,129,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
233,Cheesy,Cheesy,Cheesy,Non-Vegetarian,True,False,95,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
234,White Pasta Italiano Veg,White Pasta Italiano Veg,White Pasta Italiano Veg,Vegetarian,True,False,135,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
235,White Pasta Italiano Non-Veg,White Pasta Italiano Non-Veg,White Pasta Italiano Non-Veg,Non-Vegetarian,True,False,145,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
236,Garlic Breadsticks,Garlic Breadsticks,Garlic Breadsticks,Non-Vegetarian,True,False,95,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
237,Stuffed Garlic Breadsticks,Stuffed Garlic Breadsticks,Stuffed Garlic Breadsticks,Non-Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
238,Chicken Parcel,Chicken Parcel,Chicken Parcel,Vegetarian,True,False,39,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
239,Veg Parcel,Veg Parcel,Veg Parcel,Non-Vegetarian,True,False,35,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
240,Cheesy Jalapeno Dip,Cheesy Jalapeno Dip,Cheesy Jalapeno Dip,Vegetarian,True,False,25,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
241,Cheesy Dip,Cheesy Dip,Cheesy Dip,Vegetarian,True,False,25,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
242,Burger Pizza - Classic Veg,Burger Pizza - Classic Veg,Burger Pizza - Classic Veg,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
243,Burger Pizza - Premium Veg,Burger Pizza - Premium Veg,Burger Pizza - Premium Veg,Non-Vegetarian,True,False,129,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
244,Burger Pizza - Classic Non Veg,Burger Pizza - Classic Non Veg,Burger Pizza - Classic Non Veg,Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
245,Choco Lava Cake,Choco Lava Cake,Choco Lava Cake,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
246,Butterscotch Mousse Cake,Butterscotch Mousse Cake,Butterscotch Mousse Cake,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
247,Roasted Chicken Wings Peri-Peri,Roasted Chicken Wings Peri-Peri,Roasted Chicken Wings Peri-Peri,Non-Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
248,Roasted Chicken Wings Classic Hot Sauce,Roasted Chicken Wings Classic Hot Sauce,Roasted Chicken Wings Classic Hot Sauce,Non-Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
249,Chicken Meatballs Peri-Peri,Chicken Meatballs Peri-Peri,Chicken Meatballs Peri-Peri,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
250,Boneless Chicken Wings Peri-Peri,Boneless Chicken Wings Peri-Peri,Boneless Chicken Wings Peri-Peri,Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
251,Taco Mexicana Non Veg,Taco Mexicana Non Veg,Taco Mexicana Non Veg,Non-Vegetarian,True,False,135,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
252,Taco Mexicana Veg,Taco Mexicana Veg,Taco Mexicana Veg,Non-Vegetarian,True,False,125,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
253,Potato Cheese Shots,Potato Cheese Shots,Potato Cheese Shots,Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
254,Taco Mexicana-Veg (Single),Taco Mexicana-Veg (Single),Taco Mexicana-Veg (Single),Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
255,Crunchy Strips,Crunchy Strips,Crunchy Strips,Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
256,Crinkle Fries,Crinkle Fries,Crinkle Fries,Non-Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
257,Brownie Fantasy,Brownie Fantasy,Brownie Fantasy,Non-Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
258,Classic Combo - Veg,Classic Combo - Veg,Classic Combo - Veg,Vegetarian,True,False,199,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
259,Classic Combo - Non-veg,Classic Combo - Non-veg,Classic Combo - Non-veg,Vegetarian,True,False,199,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
260,Meal for 1 - Veg,Meal for 1 - Veg,Meal for 1 - Veg,Vegetarian,True,False,269,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
261,Meal for 1 - Non-veg,Meal for 1 - Non-veg,Meal for 1 - Non-veg,Non-Vegetarian,True,False,269,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
262,Meal for 2 - Veg - Farmhouse,Meal for 2 - Veg - Farmhouse,Meal for 2 - Veg - Farmhouse,Non-Vegetarian,True,False,449,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
263,Meal for 2 - Veg - Peppy Paneer,Meal for 2 - Veg - Peppy Paneer,Meal for 2 - Veg - Peppy Paneer,Non-Vegetarian,True,False,449,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
264,Meal for 2 - Non-veg,Meal for 2 - Non-veg,Meal for 2 - Non-veg,Non-Vegetarian,True,False,449,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
265,Pizza Feast - Veg,Pizza Feast - Veg,Pizza Feast - Veg,Non-Vegetarian,True,False,849,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
266,Crispy Veg Wrap,Crispy Veg Wrap,Crispy Veg Wrap,Non-Vegetarian,True,False,49,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
267,King Egg Wrap,King Egg Wrap,King Egg Wrap,Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
268,Chicken Keema Wrap,Chicken Keema Wrap,Chicken Keema Wrap,Non-Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
269,King Egg Wrap,King Egg Wrap,King Egg Wrap,Vegetarian,True,False,59,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
270,Crispy Veg,Crispy Veg,Crispy Veg,Vegetarian,True,False,55,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
271,Crispy Veg Supreme,Crispy Veg Supreme,Crispy Veg Supreme,Non-Vegetarian,True,False,65,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
272,Crispy Chicken,Crispy Chicken,Crispy Chicken,Vegetarian,True,False,75,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
273,BK® Veggie,BK® Veggie,BK® Veggie,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
274,Crispy Chicken Supreme,Crispy Chicken Supreme,Crispy Chicken Supreme,Non-Vegetarian,True,False,85,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
275,Veg Chilli Cheese Melt,Veg Chilli Cheese Melt,Veg Chilli Cheese Melt,Non-Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
276,Chicken Tandoor Grill,Chicken Tandoor Grill,Chicken Tandoor Grill,Non-Vegetarian,True,False,149,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
277,Veg Whopper®,Veg Whopper®,Veg Whopper®,Non-Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
278,Chicken Whopper®,Chicken Whopper®,Chicken Whopper®,Vegetarian,True,False,149,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
279,Fries,Fries,Fries,Vegetarian,True,False,70,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
280,Chocolate Thick Shake,Chocolate Thick Shake,Chocolate Thick Shake,Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
281,Strawberry Thick Shake,Strawberry Thick Shake,Strawberry Thick Shake,Non-Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
282,Mango Thick Shake,Mango Thick Shake,Mango Thick Shake,Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
283,Black Currant Smoothie,Black Currant Smoothie,Black Currant Smoothie,Vegetarian,True,False,169,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
284,Strawberry Smoothie,Strawberry Smoothie,Strawberry Smoothie,Vegetarian,True,False,169,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
285,Navratra Combo 2,Navratra Combo 2,Navratra Combo 2,Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
286,Poori with Aloo ki Sabzi,Poori with Aloo ki Sabzi,Poori with Aloo ki Sabzi,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
287,Poori with Choley,Poori with Choley,Poori with Choley,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
288,Kheer,Kheer,Kheer,Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
289,Navratra Combo 2,Navratra Combo 2,Navratra Combo 2,Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
290,Aloo Chaat,Aloo Chaat,Aloo Chaat,Non-Vegetarian,True,False,125,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
291,Dal Makhani Rice Bowl,Dal Makhani Rice Bowl,Dal Makhani Rice Bowl,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
292,Sambhar Rice,Sambhar Rice,Sambhar Rice,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
293,Rajma Rice with Raita Bowl,Rajma Rice with Raita Bowl,Rajma Rice with Raita Bowl,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
294,Kadhi Rice Bowl,Kadhi Rice Bowl,Kadhi Rice Bowl,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
295,Choley Rice Bowl,Choley Rice Bowl,Choley Rice Bowl,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
296,Choley Rice with Raita Bowl,Choley Rice with Raita Bowl,Choley Rice with Raita Bowl,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
297,Dal Rice Bowl,Dal Rice Bowl,Dal Rice Bowl,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
298,Dal Rice with Raita Bowl,Dal Rice with Raita Bowl,Dal Rice with Raita Bowl,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
299,Rajma Rice Bowl,Rajma Rice Bowl,Rajma Rice Bowl,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
300,Dal Makhani Rice with Raita Bowl,Dal Makhani Rice with Raita Bowl,Dal Makhani Rice with Raita Bowl,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
301,Shahi Paneer Rice Bowl,Shahi Paneer Rice Bowl,Shahi Paneer Rice Bowl,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
302,Shahi Paneer Rice with Raita Bowl,Shahi Paneer Rice with Raita Bowl,Shahi Paneer Rice with Raita Bowl,Non-Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
303,Manchurian Fried Rice Bowl,Manchurian Fried Rice Bowl,Manchurian Fried Rice Bowl,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
304,Manchurian with Noodles Bowl,Manchurian with Noodles Bowl,Manchurian with Noodles Bowl,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
305,Chilli Paneer with Fried Rice Bowl,Chilli Paneer with Fried Rice Bowl,Chilli Paneer with Fried Rice Bowl,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
306,Chilli Paneer with Noodles Bowl,Chilli Paneer with Noodles Bowl,Chilli Paneer with Noodles Bowl,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
307,Regular Veg Box Meal,Regular Veg Box Meal,Regular Veg Box Meal,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
308,Premium Veg Box Meal,Premium Veg Box Meal,Premium Veg Box Meal,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
309,Special Veg Box Meal,Special Veg Box Meal,Special Veg Box Meal,Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
310,Exclusive Paneer Box Meal,Exclusive Paneer Box Meal,Exclusive Paneer Box Meal,Vegetarian,True,False,160,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
311,Chinese Box Meal,Chinese Box Meal,Chinese Box Meal,Vegetarian,True,False,175,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
